t_ms,activity,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,qw,qx,qy,qz,ax,ay,az
520,eyes_open,2581,2679,238,873,18,789,2,10,1.0102,-0.0057,0.0028,-0.028,0.095,0.043,9.798
540,eyes_open,2518,2715,251,920,9,806,9,13,0.9947,-0.0109,0.019,-0.0083,0.04,0.035,9.834
560,eyes_open,2532,2704,240,895,17,840,19,16,1.0032,-0.021,-0.0036,0.0039,0.047,0.086,9.827
580,eyes_open,2497,2726,250,924,21,851,8,18,1.0119,-0.0093,0.0194,0.0476,0.121,0.009,9.822
600,eyes_open,2505,2716,236,906,17,871,14,9,1.001,-0.0044,0.0079,0.0431,0.07,0.028,9.745
620,eyes_open,2446,2735,252,892,17,874,24,11,0.9962,-0.009,-0.0428,-0.0132,0.123,0.002,9.845
640,eyes_open,2461,2704,242,898,15,860,17,12,1.0024,0.0327,-0.0122,-0.03,0.003,0.09,9.793
660,eyes_open,2458,2713,247,909,10,881,18,12,1.0016,0.0335,0.0013,-0.0109,0.011,0.073,9.791
680,eyes_open,2477,2725,238,919,15,891,17,11,0.9947,-0.0023,0.0174,-0.0049,-0.029,0.001,9.791
700,eyes_open,2455,2739,237,913,20,892,17,16,1.0066,0.007,-0.021,-0.0177,-0.019,0.069,9.898
720,eyes_open,2452,2699,230,906,16,883,13,18,0.9914,-0.0134,-0.003,-0.0239,0.054,0.105,9.807
740,eyes_open,2442,2715,243,943,19,914,10,15,1.0064,-0.0164,-0.04,0.0073,0.02,0.088,9.792
760,eyes_open,2484,2712,257,951,13,924,7,13,1.0021,-0.0029,0.0026,-0.0079,0.026,0.054,9.818
780,eyes_open,2456,2681,253,927,16,947,19,18,1.0123,0.0241,-0.0039,0.0216,0.024,0.032,9.824
800,eyes_open,2458,2730,252,950,10,952,18,12,1.007,-0.0131,0.0145,0.0004,-0.033,0.098,9.814
820,eyes_open,2421,2731,240,969,18,949,12,9,0.9976,-0.0106,-0.0033,0.0125,-0.093,0.014,9.834
840,eyes_open,2455,2712,243,965,15,944,9,14,0.994,-0.0162,-0.0047,-0.0034,-0.084,0.029,9.769
860,eyes_open,2451,2721,237,996,18,965,18,18,1.0062,-0.0286,0.0132,0.0223,-0.074,0.043,9.824
880,eyes_open,2404,2665,246,998,14,967,8,17,0.9922,0.0149,-0.0062,-0.0186,-0.083,0.082,9.778
900,eyes_open,2497,2678,239,997,18,957,13,2,0.9868,0.0013,-0.013,-0.0135,-0.073,0.042,9.824
920,eyes_open,2441,2656,244,1018,13,962,15,21,1.009,0.025,0.0454,0.0199,-0.073,0.032,9.818
940,eyes_open,2476,2617,240,1045,9,966,22,16,0.9983,0.0009,0.0029,-0.0235,-0.034,0.025,9.82
960,eyes_open,2473,2607,243,1056,14,950,11,16,0.995,0.0313,0.0024,0.0245,-0.077,0.047,9.852
980,eyes_open,2497,2614,244,1095,12,950,22,22,0.9863,0.0285,-0.0018,0.0315,-0.106,0.049,9.815
1000,eyes_open,2541,2600,238,1076,10,959,13,17,1.006,0.0204,0.0024,-0.0129,-0.032,0.033,9.876
1020,eyes_open,2529,2592,233,1123,23,954,17,12,0.9996,0.0026,-0.0136,-0.0045,-0.142,0.071,9.778
1040,eyes_open,2544,2523,232,1117,18,962,7,16,1.0072,0.0228,0.0039,0.0161,-0.098,0.089,9.786
1060,eyes_open,2573,2534,254,1161,10,964,16,23,0.9939,-0.0013,-0.0031,0.012,-0.228,0.109,9.821
1080,eyes_open,2589,2491,241,1187,18,904,20,15,1.0192,0.025,0.0152,0.002,-0.197,0.097,9.83
1100,eyes_open,2611,2482,239,1185,18,961,8,10,1.0064,0.02,0.0035,-0.0056,-0.119,0.05,9.794
1120,eyes_open,2606,2475,243,1215,14,921,7,16,0.9992,-0.0377,-0.0123,-0.0075,-0.153,-0.018,9.834
1140,eyes_open,2662,2425,241,1241,11,929,13,11,0.9958,0.0245,-0.02,-0.0375,-0.114,0.026,9.802
1160,eyes_open,2672,2390,249,1242,21,911,14,20,0.9917,-0.0053,-0.0418,-0.0038,-0.1,0.066,9.886
1180,eyes_open,2700,2366,234,1285,18,907,9,15,0.9943,0.0217,0.02,-0.0339,-0.175,0.01,9.808
1200,eyes_open,2713,2333,245,1271,16,905,11,14,1.0043,0.0231,-0.0104,-0.011,-0.171,0.055,9.867
1220,eyes_open,2734,2307,243,1294,9,890,4,16,1.0312,-0.015,-0.0068,-0.0008,-0.167,0.032,9.804
1240,eyes_open,2757,2238,233,1342,20,890,10,25,1.0096,0.0114,0.0079,0.0004,-0.128,0.008,9.854
1260,eyes_open,2753,2248,246,1360,17,882,15,16,0.9961,0.022,0.0077,0.0296,-0.048,-0.011,9.855
1280,eyes_open,2769,2194,246,1361,20,857,12,12,0.996,0.0133,0.0166,-0.0068,-0.002,0.016,9.825
1300,eyes_open,2791,2238,232,1356,15,836,10,19,0.9882,0.0134,0.0323,-0.0041,-0.042,-0.041,9.778
1320,eyes_open,2795,2177,228,1363,21,854,11,11,1.0052,-0.0107,0.0126,0.0083,-0.16,-0.012,9.823
1340,eyes_open,2808,2152,242,1360,10,840,15,20,1.0047,0.016,-0.0112,-0.0251,-0.068,-0.03,9.828
1360,eyes_open,2798,2172,239,1380,11,825,10,5,0.9988,0.0222,0.0199,-0.0133,-0.16,-0.044,9.796
1380,eyes_open,2850,2119,237,1388,15,813,14,10,0.9932,0.0067,-0.0058,-0.018,-0.085,-0.053,9.806
1400,eyes_open,2816,2148,241,1391,17,803,23,12,1.0326,0.0215,-0.0048,-0.0198,-0.041,0.021,9.823
1420,eyes_open,2826,2135,237,1371,13,811,19,7,0.9978,-0.0226,0.0211,-0.0092,-0.067,0.014,9.836
1440,eyes_open,2830,2125,246,1417,5,797,14,21,0.994,0.0009,0.0097,0.0067,-0.055,0.01,9.774
1460,eyes_open,2833,2113,245,1450,14,791,14,17,0.992,-0.0081,0.0147,-0.0033,0.006,0.034,9.794
1480,eyes_open,2802,2072,247,1469,12,801,23,13,1.0109,0.0267,0.0021,0.001,-0.031,-0.003,9.86
1500,eyes_open,2849,2083,246,1427,17,791,19,17,0.9989,-0.0006,-0.0034,0.0228,-0.021,-0.063,9.839
1520,eyes_open,2880,2103,237,1431,15,783,26,13,1.0074,0.0046,0.0154,0.0069,0.026,0.009,9.764
1540,eyes_open,2876,2059,237,1430,8,778,16,20,0.9962,-0.0075,0.0159,0.0032,0.03,0.005,9.783
1560,eyes_open,2864,2098,235,1410,19,777,15,32,0.9861,0.0046,-0.0017,0.0137,-0.025,-0.032,9.817
1580,eyes_open,2827,2117,238,1392,13,782,14,8,0.983,-0.0233,-0.0055,0.0064,-0.106,-0.032,9.806
1600,eyes_open,2880,2091,246,1464,13,772,11,19,0.9927,-0.0322,-0.0115,0.0232,-0.038,0.028,9.791
1620,eyes_open,2828,2070,252,1423,10,762,9,15,1.0067,0.0001,0.0097,-0.0026,0.056,-0.034,9.857
1640,eyes_open,2875,2111,240,1403,11,778,18,17,1.0079,-0.0076,-0.0043,-0.008,0.026,0.017,9.851
1660,eyes_open,2836,2066,243,1395,11,787,17,10,0.9953,-0.0176,-0.0149,-0.0066,0.007,-0.034,9.856
1680,eyes_open,2881,2111,240,1437,18,782,11,16,0.9909,-0.0006,0.0125,-0.0378,-0.016,-0.011,9.851
1700,eyes_open,2854,2092,243,1412,16,780,20,10,0.995,-0.0265,-0.0109,-0.0061,0.017,-0.032,9.79
1720,eyes_open,2844,2107,236,1404,15,791,10,24,1.0,0.0155,0.0155,-0.0168,-0.034,-0.043,9.835
1740,eyes_open,2829,2100,244,1369,7,783,13,6,0.9963,-0.0338,-0.0192,-0.0301,-0.028,0.035,9.786
1760,eyes_open,2835,2115,250,1406,12,796,13,25,0.9951,-0.002,0.0116,-0.0173,-0.024,0.006,9.774
1780,eyes_open,2852,2078,245,1405,15,780,6,19,0.9901,0.0206,0.0221,0.0173,-0.06,-0.011,9.779
1800,eyes_open,2848,2068,248,1418,10,774,6,10,1.0095,0.037,-0.0165,0.0095,-0.084,-0.068,9.784
1820,eyes_open,2871,2095,252,1400,17,767,13,25,0.9932,-0.0392,-0.03,0.0315,-0.091,0.016,9.791
1840,eyes_open,2856,2104,246,1412,18,762,15,12,1.0054,0.0344,0.025,-0.0203,-0.1,-0.004,9.834
1860,eyes_open,2895,2054,243,1445,21,726,18,11,0.9969,0.0191,0.0011,0.0035,-0.109,0.008,9.766
1880,eyes_open,2862,2059,234,1411,11,746,17,21,0.996,0.0083,0.0068,0.0076,0.044,-0.01,9.765
1900,eyes_open,2890,2071,236,1421,7,768,8,8,1.0017,-0.0072,-0.0233,-0.0303,-0.024,0.02,9.808
1920,eyes_open,2874,2035,238,1423,7,768,11,10,1.0291,0.0559,-0.0058,-0.0077,-0.059,-0.015,9.756
1940,eyes_open,2903,2017,236,1475,12,755,18,9,1.0296,-0.0459,-0.0091,0.0219,-0.102,-0.067,9.788
1960,eyes_open,2884,2020,245,1430,12,727,13,8,0.997,0.0003,-0.0431,-0.0029,-0.091,0.03,9.795
1980,eyes_open,2894,1993,240,1453,14,740,21,17,1.0002,-0.0329,-0.014,-0.0269,-0.093,0.096,9.774
2000,eyes_open,2903,1994,235,1505,17,747,19,16,0.9891,-0.0157,-0.0078,0.022,-0.156,-0.002,9.802
2020,eyes_open,2944,1936,232,1515,10,749,10,13,0.9941,0.0024,-0.0258,-0.0132,-0.117,0.057,9.808
2040,eyes_open,2933,1962,244,1478,12,747,21,9,1.006,-0.0158,-0.0418,0.0136,-0.018,0.01,9.804
2060,eyes_open,2902,1888,243,1453,13,727,10,12,1.0118,-0.0339,-0.0165,-0.0393,-0.072,-0.005,9.778
2080,eyes_open,2954,1882,252,1485,12,724,17,17,0.9937,-0.0076,0.0114,-0.0254,-0.023,0.044,9.789
2100,eyes_open,2945,1875,225,1504,13,706,15,15,1.0078,0.0433,-0.0389,-0.0102,-0.112,0.046,9.859
2120,eyes_open,2956,1818,239,1499,20,715,12,20,0.9989,-0.0036,-0.0145,-0.0193,-0.149,0.011,9.827
2140,eyes_open,2930,1830,238,1486,12,703,10,15,1.0046,-0.0285,0.0046,-0.041,-0.117,-0.012,9.74
2160,eyes_open,2944,1823,253,1559,17,656,13,20,0.989,0.02,-0.0107,-0.0017,-0.183,0.088,9.837
2180,eyes_open,2995,1782,234,1526,18,681,11,11,0.9946,0.0215,0.0003,0.0135,-0.111,-0.032,9.821
2200,eyes_open,2945,1713,239,1589,5,675,12,20,1.0018,-0.0238,0.0122,0.0044,-0.093,-0.023,9.822
2220,eyes_open,2996,1678,250,1568,15,663,12,16,1.0098,0.0087,-0.006,0.0063,-0.125,0.052,9.79
2240,eyes_open,3009,1703,220,1581,24,650,6,16,0.9829,0.0171,-0.005,-0.0266,0.011,-0.042,9.817
2260,eyes_open,2993,1687,239,1579,18,647,10,18,1.0145,-0.0273,0.0398,-0.006,0.005,-0.023,9.832
2280,eyes_open,2973,1688,251,1550,12,642,23,16,0.9981,-0.0122,0.0255,0.0009,-0.044,-0.038,9.803
2300,eyes_open,3031,1687,247,1606,22,652,11,15,1.0194,0.0131,0.0232,0.0059,-0.049,0.06,9.797
2320,eyes_open,3005,1641,255,1570,14,630,22,14,1.0083,0.001,-0.0206,0.0028,-0.019,0.053,9.809
2340,eyes_open,3012,1634,240,1584,20,637,21,20,0.986,-0.001,0.0131,-0.0055,0.013,0.039,9.845
2360,eyes_open,2996,1662,232,1639,16,643,18,8,0.9927,0.0223,0.0085,-0.0257,0.035,0.084,9.857
2380,eyes_open,3025,1633,243,1597,16,652,13,15,1.0023,0.0258,-0.006,0.0102,0.008,0.046,9.777
2400,eyes_open,2989,1654,245,1625,19,671,17,28,0.9873,-0.0129,0.0282,-0.013,-0.051,0.089,9.861
2420,eyes_open,3011,1666,240,1609,14,655,14,10,1.0036,0.0082,-0.009,0.0293,0.046,0.011,9.761
2440,eyes_open,2963,1676,250,1655,14,647,7,12,0.9842,-0.0088,-0.0221,-0.0127,-0.032,-0.024,9.826
2460,eyes_open,2996,1652,238,1632,10,670,21,16,0.9911,-0.0142,-0.0145,0.0186,0.043,0.006,9.78
2480,eyes_open,3000,1692,235,1601,14,697,13,17,1.0028,-0.0031,0.002,-0.0151,0.049,-0.028,9.844
2500,eyes_open,2982,1716,242,1626,13,681,14,5,0.9622,-0.0265,0.0092,0.0188,0.028,-0.018,9.818
2520,eyes_open,2978,1696,240,1613,16,695,12,16,1.0235,0.0029,0.0133,0.0101,0.068,-0.037,9.841
2540,eyes_open,2989,1732,244,1599,17,700,3,23,1.0161,0.0194,0.014,-0.02,0.014,0.007,9.845
2560,eyes_open,2960,1757,245,1604,14,696,11,21,1.0109,0.0121,0.0031,-0.0249,0.011,-0.03,9.844
2580,eyes_open,2977,1767,239,1605,14,701,10,14,0.9998,-0.0198,0.0214,-0.0087,0.091,0.011,9.799
2600,eyes_open,2932,1786,246,1590,3,712,11,13,1.0035,-0.0176,-0.0163,0.0143,0.152,-0.059,9.758
2620,eyes_open,2911,1778,236,1560,15,749,19,17,1.0035,0.031,0.0097,0.0453,0.134,0.036,9.827
2640,eyes_open,2915,1852,237,1564,21,715,15,11,1.0125,0.0272,-0.0296,-0.0073,0.143,-0.033,9.781
2660,eyes_open,2931,1903,237,1504,15,744,20,18,1.0019,0.0149,-0.0254,0.0253,0.156,-0.023,9.831
2680,eyes_open,2900,1926,230,1523,11,754,13,10,0.994,-0.0013,0.007,-0.0173,0.137,0.04,9.809
2700,eyes_open,2904,2003,239,1526,14,792,4,16,1.0065,0.0061,-0.0225,0.003,0.13,0.017,9.784
2720,eyes_open,2865,2001,254,1457,12,790,15,15,0.9998,0.0022,-0.018,-0.0293,0.156,-0.001,9.829
2740,eyes_open,2862,2016,238,1503,12,804,12,22,1.0003,-0.0112,-0.0233,-0.0206,0.09,0.059,9.821
2760,eyes_open,2861,2062,231,1465,10,806,1,5,0.9957,0.016,0.0116,0.0251,0.091,-0.004,9.842
2780,eyes_open,2841,2076,241,1445,15,816,10,18,1.0189,-0.0015,-0.0294,-0.0132,0.118,0.002,9.827
2800,eyes_open,2799,2096,236,1483,6,860,27,10,0.9896,0.0045,-0.0064,0.0199,0.185,0.014,9.854
2820,eyes_open,2823,2130,239,1431,13,844,0,9,0.9933,-0.0022,-0.013,0.0141,0.202,-0.081,9.793
2840,eyes_open,2808,2208,235,1421,23,885,11,16,0.9938,-0.0108,0.0038,-0.0107,0.171,0.021,9.822
2860,eyes_open,2778,2212,240,1403,19,855,20,11,0.9908,0.0079,0.035,-0.0132,0.15,0.013,9.871
2880,eyes_open,2735,2245,236,1370,12,867,20,14,1.0107,-0.0161,0.0065,-0.008,0.059,-0.05,9.855
2900,eyes_open,2757,2264,251,1359,12,874,17,13,1.0077,0.0054,-0.0389,-0.0041,0.11,-0.042,9.855
2920,eyes_open,2762,2254,234,1349,17,890,6,9,0.9898,-0.0013,-0.0224,0.0109,0.07,-0.024,9.762
2940,eyes_open,2721,2283,238,1368,21,914,3,14,0.9947,-0.0398,-0.0064,0.0113,0.094,0.026,9.801
2960,eyes_open,2734,2295,229,1364,18,923,15,17,0.9969,0.0229,0.0398,0.0045,0.148,-0.043,9.835
2980,eyes_open,2696,2303,251,1324,8,939,14,20,0.9833,0.0276,0.0051,0.0029,0.1,-0.009,9.836
3000,eyes_open,2668,2306,241,1311,16,930,21,16,0.9883,-0.0116,-0.016,0.018,0.096,0.026,9.835
3020,eyes_open,2647,2362,250,1285,20,924,21,9,1.0017,0.0025,0.0046,0.0673,0.103,0.016,9.816
3040,eyes_open,2673,2370,247,1264,6,968,11,17,0.9968,0.0115,0.0049,-0.0112,0.027,-0.028,9.852
3060,eyes_open,2658,2360,253,1332,19,946,19,14,0.9918,-0.0552,0.0244,0.015,0.047,-0.038,9.793
3080,eyes_open,2666,2341,246,1296,9,965,25,17,1.0038,0.0003,-0.0469,-0.0062,-0.002,-0.004,9.772
3100,eyes_open,2646,2360,240,1267,14,961,19,20,1.0001,-0.0178,-0.0157,0.0024,0.013,-0.033,9.799
3120,eyes_open,2642,2378,242,1308,16,921,7,21,1.0043,0.023,-0.009,0.0115,-0.015,-0.03,9.806
3140,eyes_open,2666,2371,235,1306,7,942,16,10,0.9892,-0.0002,0.0418,-0.0012,0.031,-0.048,9.771
3160,eyes_open,2655,2377,240,1292,21,962,23,17,1.0066,-0.0217,0.0065,-0.0031,0.029,0.031,9.801
3180,eyes_open,2628,2389,250,1319,18,907,16,19,0.9866,-0.0227,0.0165,0.0008,-0.019,-0.011,9.804
3200,eyes_open,2634,2419,256,1288,19,957,14,14,0.9965,0.0013,-0.0103,-0.0198,-0.043,-0.008,9.846
3220,eyes_open,2676,2397,240,1326,11,948,12,0,0.9955,-0.0013,-0.014,0.0157,-0.042,0.002,9.759
3240,eyes_open,2679,2358,242,1305,18,930,14,10,1.0057,-0.0155,0.0296,-0.045,-0.059,-0.039,9.785
3260,eyes_open,2653,2366,238,1330,20,913,5,22,0.9837,0.002,-0.0288,0.0063,-0.015,0.001,9.851
3280,eyes_open,2677,2398,248,1304,14,894,16,19,1.0087,0.0306,-0.0067,-0.0276,-0.037,0.019,9.839
3300,eyes_open,2694,2322,232,1309,9,882,14,12,0.9945,0.0052,0.0107,-0.0187,-0.156,0.007,9.825
3320,eyes_open,2727,2298,237,1324,14,901,11,5,1.0152,0.0267,-0.0049,-0.0368,-0.038,0.001,9.866
3340,eyes_open,2709,2318,249,1339,20,872,18,12,0.9955,-0.0002,-0.0202,0.0026,0.002,-0.002,9.809
3360,eyes_open,2714,2264,241,1295,7,881,30,18,0.9845,-0.0101,0.0135,-0.0007,-0.111,0.05,9.827
3380,eyes_open,2719,2283,254,1357,10,898,17,16,0.99,-0.002,-0.0114,0.0265,-0.083,0.094,9.841
3400,eyes_open,2696,2294,239,1371,12,870,16,20,0.9799,-0.005,-0.0354,0.0032,-0.019,0.042,9.876
3420,eyes_open,2748,2220,242,1406,18,903,16,14,1.005,0.0025,0.0015,-0.0109,-0.054,0.064,9.841
3440,eyes_open,2753,2245,228,1406,8,897,11,18,0.9819,0.0155,-0.0069,0.0241,-0.091,0.016,9.8
3460,eyes_open,2771,2201,243,1412,12,895,11,13,1.0087,0.0051,-0.0402,0.005,-0.027,0.043,9.797
3480,eyes_open,2761,2194,229,1410,5,869,17,6,0.9909,0.0262,-0.0012,0.038,-0.04,0.093,9.8
3500,eyes_open,2770,2182,241,1416,11,930,13,19,1.002,-0.0103,0.0191,0.0056,-0.07,0.079,9.821
3520,eyes_open,2744,2183,235,1416,20,882,7,14,1.019,0.016,-0.0023,0.0061,-0.035,0.074,9.785
3540,eyes_open,2788,2173,247,1482,13,882,15,11,1.0045,-0.0127,0.0464,-0.0029,-0.043,0.124,9.774
3560,eyes_open,2762,2220,233,1493,22,898,11,20,1.0063,0.0287,-0.0333,-0.0267,-0.066,0.059,9.816
3580,eyes_open,2764,2172,242,1440,22,897,16,19,0.9894,-0.0034,-0.0051,-0.0208,-0.01,0.027,9.781
3600,eyes_open,2763,2161,243,1512,14,887,10,18,1.0048,0.006,-0.0086,0.0141,0.026,0.087,9.822
3620,eyes_open,2723,2141,245,1458,19,943,17,19,0.9893,0.0427,0.0165,0.0179,0.039,0.074,9.849
3640,eyes_open,2762,2177,246,1461,8,958,25,8,1.0032,-0.0137,-0.0,0.0012,-0.003,0.025,9.827
3660,eyes_open,2742,2158,235,1505,17,941,15,9,0.9845,0.0039,-0.0421,-0.0426,0.089,0.065,9.771
3680,eyes_open,2735,2185,248,1488,23,941,19,11,1.0005,-0.0092,0.0208,-0.0003,-0.016,0.027,9.813
3700,eyes_open,2725,2224,237,1473,11,946,17,12,0.996,0.0131,0.0125,0.0117,0.052,-0.017,9.821
3720,eyes_open,2726,2171,250,1460,8,964,19,7,0.9988,-0.0029,0.0041,-0.0143,0.095,0.064,9.827
3740,eyes_open,2718,2200,238,1485,22,971,17,15,0.9852,0.0136,-0.0022,0.0075,0.09,0.037,9.802
3760,eyes_open,2688,2206,244,1479,15,987,11,18,0.9889,-0.0052,-0.005,0.0145,0.071,0.053,9.834
3780,eyes_open,2686,2212,250,1498,9,991,18,7,1.0064,-0.011,0.008,0.009,0.062,0.03,9.818
3800,eyes_open,2655,2236,241,1502,17,1030,9,12,1.0171,0.0119,0.0183,0.0268,0.105,0.022,9.806
3820,eyes_open,2648,2263,236,1462,5,1034,22,5,0.998,0.0025,0.0198,-0.0154,-0.008,0.069,9.842
3840,eyes_open,2610,2280,237,1468,15,1037,15,24,1.0142,0.0153,0.0214,-0.0083,0.014,0.04,9.784
3860,eyes_open,2650,2254,229,1496,13,1030,2,12,1.0099,0.0197,-0.0078,0.0493,0.035,0.084,9.806
3880,eyes_open,2651,2278,253,1513,12,1059,9,20,0.9818,0.0061,0.0224,-0.002,0.143,0.07,9.825
3900,eyes_open,2598,2256,228,1519,7,1073,10,9,1.0058,-0.0205,0.0487,-0.0233,0.046,0.031,9.779
3920,eyes_open,2591,2313,245,1497,16,1044,11,14,0.9989,-0.0112,0.0202,0.0172,0.079,0.033,9.783
3940,eyes_open,2609,2293,237,1497,15,1055,13,9,1.0009,-0.0094,0.0105,-0.0026,0.024,0.068,9.801
3960,eyes_open,2579,2339,254,1495,9,1108,14,12,1.0219,-0.0121,0.0056,-0.0112,0.023,0.008,9.807
3980,eyes_open,2591,2332,231,1495,11,1109,5,14,1.0111,0.0048,0.0057,0.0079,0.01,0.008,9.779
4000,eyes_open,2553,2295,235,1494,17,1098,20,9,1.0,-0.0201,-0.0217,-0.0061,0.012,-0.066,9.768
4020,eyes_open,2568,2343,244,1461,16,1087,14,10,1.0021,-0.0444,0.0274,0.0255,0.009,0.009,9.884
4040,eyes_open,2592,2316,244,1533,13,1079,12,14,0.9836,0.0138,-0.0085,-0.0016,0.015,0.035,9.818
4060,eyes_open,2547,2311,249,1500,11,1141,11,21,1.0092,0.0091,0.0027,0.0021,0.023,0.004,9.803
4080,eyes_open,2589,2344,239,1467,23,1116,17,19,1.0075,-0.0094,0.0412,0.0451,-0.024,-0.076,9.887
4100,eyes_open,2584,2290,247,1450,15,1121,14,10,0.9988,-0.0496,0.0082,0.0397,-0.074,-0.011,9.877
4120,eyes_open,2587,2316,245,1511,14,1121,9,14,0.9959,-0.0066,0.0171,0.0085,-0.063,-0.047,9.817
4140,eyes_open,2602,2287,247,1520,4,1122,2,9,0.9905,-0.0014,-0.0053,0.0172,0.048,0.047,9.812
4160,eyes_open,2614,2344,240,1512,13,1103,15,23,0.9889,0.0274,0.0078,0.0121,-0.027,-0.017,9.795
4180,eyes_open,2594,2292,238,1494,4,1078,23,12,0.9916,-0.0075,-0.0232,-0.0139,-0.049,0.005,9.849
4200,eyes_open,2569,2301,236,1528,13,1110,12,17,0.9951,0.0145,0.0173,0.0138,0.012,-0.006,9.834
4220,eyes_open,2595,2320,242,1517,7,1108,15,10,1.0106,0.0171,-0.0442,0.0112,0.066,0.003,9.778
4240,eyes_open,2589,2307,245,1489,16,1098,14,15,0.9791,0.0034,-0.0148,0.0015,-0.064,0.008,9.795
4260,eyes_open,2634,2301,244,1506,16,1092,18,8,0.986,-0.0082,-0.0034,-0.0075,-0.04,-0.047,9.81
4280,eyes_open,2645,2267,238,1504,11,1090,17,18,1.0013,-0.0336,-0.0115,-0.0338,-0.017,-0.087,9.847
4300,eyes_open,2597,2302,243,1538,11,1045,18,20,0.9998,0.0192,-0.0144,0.0366,-0.035,-0.029,9.813
4320,eyes_open,2644,2273,243,1503,12,1049,12,8,0.9989,-0.0106,0.018,-0.0363,0.009,-0.014,9.787
4340,eyes_open,2603,2292,250,1504,18,1070,11,7,1.0162,0.0099,0.0046,0.0128,-0.053,-0.009,9.777
4360,eyes_open,2612,2277,237,1515,9,1042,7,17,1.0039,0.0194,0.0137,-0.0006,-0.098,-0.011,9.824
4380,eyes_open,2626,2252,234,1551,22,1037,12,6,1.0141,-0.0045,0.0008,0.0272,-0.133,-0.02,9.824
4400,eyes_open,2628,2225,239,1520,10,1027,13,14,0.9898,0.0443,0.0174,0.0117,-0.067,-0.033,9.74
4420,eyes_open,2669,2225,241,1512,16,1018,23,14,0.9949,0.0064,0.0106,-0.0149,-0.022,-0.001,9.813
4440,eyes_open,2675,2197,228,1530,8,1024,7,13,1.0042,-0.0098,0.0037,0.0115,-0.029,-0.067,9.845
4460,eyes_open,2710,2244,235,1539,23,994,19,8,0.9938,0.0355,0.016,-0.0174,-0.066,0.008,9.81
